Table with column headers in row 3,,,,,,
"2021 Poverty Estimates for School districts                                                                                                                                                       Source: U.S. Census Bureau, Small Area Income and Poverty Program (SAIPE)                                                                                                              Release date:   December 2022",,,,,,
State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
TX,48,24260,Iowa Park Consolidated Independent School District,"13,918","1,979",204
TX,48,24300,Ira Independent School District,608,127,10
TX,48,24330,Iraan-Sheffield Independent School District,"1,408",300,76
TX,48,24360,Iredell Independent School District,936,164,27
TX,48,30360,Irion County Independent School District,"1,552",288,32
TX,48,24420,Irving Independent School District,"190,833","35,322","7,053"
TX,48,24450,Italy Independent School District,"3,193",596,104
TX,48,24480,Itasca Independent School District,"3,879",791,152
TX,48,24530,Jacksboro Independent School District,"6,447","1,091",193
TX,48,24590,Jacksonville Independent School District,"25,309","4,805","1,253"
TX,48,24600,Jarrell Independent School District,"17,542","2,626",247
TX,48,24630,Jasper Independent School District,"14,947","2,558",983
TX,48,24660,Jayton-Girard Independent School District,704,139,18
TX,48,24730,Jefferson Independent School District,"8,896","1,200",378
TX,48,24750,Jim Hogg County Independent School District,"4,801","1,136",362
TX,48,24780,Jim Ned Consolidated Independent School District,"6,899","1,514",167
TX,48,24810,Joaquin Independent School District,"3,338",587,158
TX,48,24840,Johnson City Independent School District,"6,135",725,98
TX,48,24900,Jonesboro Independent School District,"1,396",233,45
TX,48,24930,Joshua Independent School District,"30,538","6,397",750
TX,48,24960,Jourdanton Independent School District,"6,601","1,320",247
TX,48,24990,Judson Independent School District,"148,738","29,793","5,654"
TX,48,25020,Junction Independent School District,"3,991",545,179
TX,48,25110,Karnack Independent School District,"2,182",239,51
TX,48,25140,Karnes City Independent School District,"5,400",946,233
TX,48,25170,Katy Independent School District,"395,489","90,632","9,408"
TX,48,25200,Kaufman Independent School District,"20,763","4,185",556
TX,48,25230,Keene Independent School District,"5,468",965,173
TX,48,25260,Keller Independent School District,"185,978","40,532","2,708"
TX,48,25290,Kelton Independent School District,172,31,5
TX,48,25320,Kemp Independent School District,"11,509","2,072",340
TX,48,25410,Kenedy County-Wide Common School District,335,51,9
TX,48,25440,Kenedy Independent School District,"6,398",816,216
TX,48,25470,Kennard Independent School District,"2,027",308,68
TX,48,25500,Kennedale Independent School District,"22,049","4,444",537
TX,48,25530,Kerens Independent School District,"3,849",687,169
TX,48,25560,Kermit Independent School District,"6,491","1,377",294
TX,48,25590,Kerrville Independent School District,"36,293","4,977",854
TX,48,25620,Kilgore Independent School District,"21,418","4,200",888
TX,48,25660,Killeen Independent School District,"232,527","47,116","9,191"
TX,48,25680,Kingsville Independent School District,"25,167","4,479","1,554"
TX,48,25710,Kirbyville Consolidated Independent School District,"7,332","1,364",421
TX,48,25740,Klein Independent School District,"276,537","58,288","8,802"
TX,48,25790,Klondike Independent School District,551,115,15
TX,48,25800,Knippa Independent School District,863,193,49
TX,48,25870,Knox City-O'Brien Consolidated Independent School District,"1,418",257,72
TX,48,25890,Kopperl Independent School District,"2,078",311,58
TX,48,25920,Kountze Independent School District,"7,889","1,383",252
TX,48,25950,Kress Independent School District,"1,069",196,54
TX,48,25980,Krum Independent School District,"10,735","2,117",174
TX,48,26040,La Feria Independent School District,"14,763","3,108",866
TX,48,26070,La Gloria Independent School District,295,73,20
TX,48,26100,La Grange Independent School District,"12,121","2,006",293
TX,48,26130,La Joya Independent School District,"106,644","27,482","11,341"
TX,48,26190,La Porte Independent School District,"44,184","8,344","1,104"
TX,48,26250,La Pryor Independent School District,"1,469",313,100
TX,48,26280,La Vega Independent School District,"14,562","2,782",650
TX,48,26310,La Vernia Independent School District,"18,608","3,633",288
TX,48,26340,La Villa Independent School District,"3,614",575,176
TX,48,26220,LaPoyner Independent School District,"2,629",427,93
TX,48,26370,Lackland Independent School District,"10,736",678,39
TX,48,26400,Lago Vista Independent School District,"12,624","1,753",177
TX,48,26430,Lake Dallas Independent School District,"25,809","4,527",371
TX,48,26470,Lake Travis Independent School District,"64,073","12,370",642
TX,48,26490,Lake Worth Independent School District,"19,320","3,879",906
TX,48,26580,Lamar Consolidated Independent School District,"200,792","39,705","3,371"
TX,48,26610,Lamesa Independent School District,"11,271","2,068",557
TX,48,26640,Lampasas Independent School District,"21,907","3,580",631
TX,48,26670,Lancaster Independent School District,"41,713","9,255","1,836"
TX,48,26700,Laneville Independent School District,"1,584",246,57
TX,48,26790,Laredo Independent School District,"82,460","18,126","6,581"
TX,48,26850,Lasara Independent School District,"1,262",239,91
TX,48,26910,Latexo Independent School District,"2,009",292,91
TX,48,26970,Lazbuddie Independent School District,608,125,31
TX,48,27000,Leakey Independent School District,"2,015",259,78
TX,48,27030,Leander Independent School District,"227,290","46,068","2,520"
TX,48,27060,Leary Independent School District,880,188,57
TX,48,27090,Lefors Independent School District,535,116,35
TX,48,27120,Leggett Independent School District,"1,333",252,62
TX,48,27180,Leon Independent School District,"3,669",640,160
TX,48,27210,Leonard Independent School District,"4,228",883,114
TX,48,27240,Levelland Independent School District,"15,178","2,933",652
TX,48,27270,Leveretts Chapel Independent School District,888,176,53
TX,48,27300,Lewisville Independent School District,"330,901","57,589","4,065"
TX,48,27330,Lexington Independent School District,"6,271",950,113
TX,48,27420,Liberty Hill Independent School District,"27,775","6,211",344
TX,48,27450,Liberty Independent School District,"12,037","2,414",463
TX,48,27390,Liberty-Eylau Independent School District,"14,265","2,437",660
TX,48,27510,Lindale Independent School District,"23,873","4,864",583
TX,48,27540,Linden-Kildare Consolidated Independent School District,"5,163",770,215
TX,48,27570,Lindsay Independent School District,"2,199",416,33
TX,48,27600,Lingleville Independent School District,"1,316",245,50
TX,48,27630,Lipan Independent School District,"2,199",400,61
TX,48,27690,Little Cypress-Mauriceville Consolidated Independent School District,"18,749","3,656",509
TX,48,27720,Little Elm Independent School District,"54,672","9,530",786
TX,48,27750,Littlefield Independent School District,"6,441","1,293",331
TX,48,27780,Livingston Independent School District,"32,875","4,676","1,034"
TX,48,27810,Llano Independent School District,"19,566","2,236",524
TX,48,27870,Lockhart Independent School District,"32,226","5,610",995
TX,48,27890,Lockney Independent School District,"1,906",357,100
TX,48,27930,Lohn Independent School District,221,20,5
TX,48,27960,Lometa Independent School District,"1,556",315,63
TX,48,27990,London Independent School District,"3,117",869,73
TX,48,28020,Lone Oak Independent School District,"5,423","1,061",134
TX,48,28110,Longview Independent School District,"57,677","9,813","2,077"
TX,48,28140,Loop Independent School District,384,94,21
TX,48,28170,Loraine Independent School District,834,154,37
TX,48,28200,Lorena Independent School District,"8,196","1,750",126
TX,48,28230,Lorenzo Independent School District,"1,330",268,89
TX,48,28290,Los Fresnos Consolidated Independent School District,"50,848","12,035","2,913"
TX,48,28350,Louise Independent School District,"2,243",414,90
TX,48,28380,Lovejoy Independent School District,"16,399","3,993",127
TX,48,28410,Lovelady Independent School District,"5,332",520,103
TX,48,28500,Lubbock Independent School District,"188,793","29,944","6,039"
TX,48,15180,Lubbock-Cooper Independent School District,"38,161","8,072",693
TX,48,28530,Lueders-Avoca Independent School District,786,138,24
TX,48,28550,Lufkin Independent School District,"45,733","8,504","2,362"
TX,48,28590,Luling Independent School District,"8,265","1,337",252
TX,48,13530,Lumberton Independent School District,"21,910","4,372",434
TX,48,28620,Lyford Consolidated Independent School District,"5,907","1,177",407
TX,48,28650,Lytle Independent School District,"8,049","1,683",402
TX,48,28680,Mabank Independent School District,"22,341","3,660",797
TX,48,28710,Madisonville Consolidated Independent School District,"13,219","2,076",482
TX,48,28740,Magnolia Independent School District,"74,923","14,888","1,925"
TX,48,28780,Malakoff Independent School District,"9,581","1,253",308
TX,48,28800,Malone Independent School District,579,93,25
TX,48,28830,Malta Independent School District,604,98,13
TX,48,28890,Manor Independent School District,"64,587","11,799","1,965"
TX,48,28920,Mansfield Independent School District,"176,537","39,297","3,881"
TX,48,28980,Marathon Independent School District,488,61,9
TX,48,29010,Marble Falls Independent School District,"27,367","4,179",678
TX,48,29040,Marfa Independent School District,"2,324",306,74
TX,48,29100,Marion Independent School District,"8,856","1,497",196
TX,48,29130,Marlin Independent School District,"8,908","1,184",380
TX,48,29160,Marshall Independent School District,"33,572","5,830","1,285"
TX,48,29190,Mart Independent School District,"3,261",711,126
TX,48,29220,Martins Mill Independent School District,"2,277",385,59
TX,48,29250,Martinsville Independent School District,"1,168",233,52
TX,48,29280,Mason Independent School District,"4,074",605,116
TX,48,29370,Matagorda Independent School District,781,62,19
TX,48,29400,Mathis Independent School District,"8,499","1,552",487
TX,48,29460,Maud Independent School District,"2,111",403,77
TX,48,29520,May Independent School District,"2,232",277,54
TX,48,29580,Maypearl Independent School District,"6,162","1,240",119
TX,48,29670,McAllen Independent School District,"120,506","23,746","7,347"
TX,48,29700,McCamey Independent School District,"2,216",488,109
TX,48,29760,McDade Independent School District,"1,929",343,65
TX,48,29820,McGregor Independent School District,"6,424","1,317",188
TX,48,29850,McKinney Independent School District,"140,875","27,364","2,204"
TX,48,29880,McLean Independent School District,928,156,42
TX,48,29910,McLeod Independent School District,707,125,38
TX,48,29940,McMullen County Independent School District,608,93,16
TX,48,30000,Meadow Independent School District,832,186,36
TX,48,30030,Medina Independent School District,"2,050",232,51
TX,48,30060,Medina Valley Independent School District,"35,660","6,939",955
TX,48,30120,Melissa Independent School District,"18,385","4,438",185
TX,48,30180,Memphis Independent School District,"2,476",443,162
TX,48,30210,Menard Independent School District,"1,929",304,91
TX,48,30250,Mercedes Independent School District,"20,944","5,189","2,132"
TX,48,30300,Meridian Independent School District,"2,569",403,75
TX,48,30340,Merkel Independent School District,"6,525","1,242",262
TX,48,30390,Mesquite Independent School District,"182,231","41,228","8,597"
TX,48,30420,Mexia Independent School District,"10,927","1,903",488
TX,48,30450,Meyersville Independent School District,"1,226",238,35
TX,48,30480,Miami Independent School District,763,154,13
TX,48,30570,Midland Independent School District,"157,386","32,403","4,127"
TX,48,30600,Midlothian Independent School District,"51,507","11,245",714
TX,48,30640,Midway Independent School District,"50,737","9,267",709
TX,48,30660,Midway Independent School District,871,132,37
TX,48,30690,Milano Independent School District,"1,954",364,48
TX,48,30720,Mildred Independent School District,"3,781",685,86
TX,48,30750,Miles Independent School District,"1,741",338,41
TX,48,30780,Milford Independent School District,"1,459",277,48
TX,48,30810,Miller Grove Independent School District,"1,605",281,38
TX,48,30870,Millsap Independent School District,"4,890",815,91
TX,48,30930,Mineola Independent School District,"10,268","1,699",326
TX,48,30950,Mineral Wells Independent School District,"19,934","3,721",809
TX,48,31040,Mission Consolidated Independent School District,"66,128","15,133","5,436"
TX,48,31170,Monahans-Wickett-Pyote Independent School District,"10,417","2,197",426
TX,48,31200,Montague Independent School District,532,69,8
TX,48,31230,Monte Alto Independent School District,"4,359","1,098",479
TX,48,31260,Montgomery Independent School District,"53,716","9,916",954
TX,48,31290,Moody Independent School District,"4,693",858,125
TX,48,31320,Moran Independent School District,470,78,14
TX,48,31380,Morgan Independent School District,"1,013",149,31
TX,48,31410,Morgan Mill Independent School District,991,165,31
TX,48,31470,Morton Independent School District,"1,879",354,110
TX,48,31500,Motley County Independent School District,"1,075",163,46
TX,48,31560,Moulton Independent School District,"2,058",335,58
TX,48,31620,Mount Calm Independent School District,813,167,33
TX,48,31650,Mount Enterprise Independent School District,"1,703",307,88
TX,48,31760,Mount Pleasant Independent School District,"23,603","5,050","1,025"
TX,48,31770,Mount Vernon Independent School District,"8,874","1,534",291
TX,48,31860,Muenster Independent School District,"2,937",569,37
TX,48,31890,Muleshoe Independent School District,"6,535","1,375",331
TX,48,31920,Mullin Independent School District,771,115,29
TX,48,31950,Mumford Independent School District,224,40,8
TX,48,31970,Munday Consolidated Independent School District,"1,747",363,88
TX,48,32010,Murchison Independent School District,883,165,35
TX,48,32090,Nacogdoches Independent School District,"46,427","7,574","2,033"
TX,48,32130,Natalia Independent School District,"6,250","1,092",256
TX,48,32160,Navarro Independent School District,"10,168","1,984",204
TX,48,32190,Navasota Independent School District,"22,077","3,592",807
TX,48,32220,Nazareth Independent School District,748,178,11
TX,48,32250,Neches Independent School District,"1,519",290,40
TX,48,32280,Nederland Independent School District,"29,855","5,309",770
TX,48,32310,Needville Independent School District,"15,807","3,199",340
TX,48,32340,New Boston Independent School District,"7,242","1,326",301
TX,48,32370,New Braunfels Independent School District,"65,069","11,463","1,085"
TX,48,32400,New Caney Independent School District,"82,855","16,856","3,185"
TX,48,32430,New Deal Independent School District,"3,635",717,105
TX,48,32460,New Diana Independent School District,"4,874","1,030",143
TX,48,32490,New Home Independent School District,"1,219",287,35
TX,48,32610,New Summerfield Independent School District,"1,745",337,93
TX,48,32640,New Waverly Independent School District,"4,671",887,175
TX,48,32700,Newcastle Independent School District,993,202,39
TX,48,32730,Newton Independent School District,"6,398","1,003",289
TX,48,32740,Nixon-Smiley Consolidated Independent School District,"4,890","1,033",242
TX,48,32790,Nocona Independent School District,"4,674",839,166
TX,48,32880,Nordheim Independent School District,787,127,20
TX,48,32910,Normangee Independent School District,"3,619",554,107
TX,48,32940,North East Independent School District,"437,825","76,755","12,305"
TX,48,32970,North Hopkins Independent School District,"2,401",477,100
TX,48,33010,North Lamar Independent School District,"18,071","3,144",543
TX,48,33030,North Zulch Independent School District,"1,845",350,74
TX,48,33090,Northside Independent School District,201,30,4
TX,48,33120,Northside Independent School District,"671,966","123,793","18,729"
TX,48,33180,Northwest Independent School District,"132,141","28,782","1,653"
TX,48,33240,Nueces Canyon Consolidated Independent School District,"1,294",156,49
TX,48,33270,Nursery Independent School District,"1,512",272,42
TX,48,33390,O'Donnell Independent School District,"1,016",206,49
TX,48,33340,Oakwood Independent School District,"1,069",175,42
TX,48,33360,Odem-Edroy Independent School District,"4,877",966,202
TX,48,33420,Oglesby Independent School District,"1,192",177,32
TX,48,33570,Olfen Independent School District,92,10,3
TX,48,33630,Olney Independent School District,"3,950",687,170
TX,48,33660,Olton Independent School District,"2,929",634,150
TX,48,33690,Onalaska Independent School District,"8,129","1,228",302
TX,48,33720,Orange Grove Independent School District,"7,331","1,587",337
TX,48,33780,Orangefield Independent School District,"8,508","1,779",181
TX,48,33840,Ore City Independent School District,"4,441",798,194
TX,48,33870,Overton Independent School District,"3,198",517,136
TX,48,33900,Paducah Independent School District,"1,361",219,69
TX,48,33960,Paint Creek Independent School District,386,59,13
TX,48,33980,Paint Rock Independent School District,655,115,28
TX,48,34020,Palacios Independent School District,"6,815","1,351",384
TX,48,34050,Palestine Independent School District,"21,127","3,640",869
TX,48,34110,Palmer Independent School District,"6,609","1,311",184
TX,48,34140,Palo Pinto Independent School District,983,110,26
TX,48,34170,Pampa Independent School District,"19,439","3,742",777
TX,48,34230,Panhandle Independent School District,"3,211",637,68
TX,48,00007,Panther Creek Consolidated Independent School District,"1,054",123,36
TX,48,34260,Paradise Independent School District,"6,016","1,145",100
TX,48,34290,Paris Independent School District,"21,200","3,706","1,175"
TX,48,34320,Pasadena Independent School District,"255,337","53,080","13,730"
TX,48,34380,Patton Springs Independent School District,284,41,10
TX,48,34410,Pawnee Independent School District,619,93,22
TX,48,34440,Pearland Independent School District,"105,503","21,844","1,516"
TX,48,34470,Pearsall Independent School District,"11,903","1,908",652
TX,48,34500,Peaster Independent School District,"6,111","1,181",95
TX,48,34550,Pecos-Barstow-Toyah Independent School District,"14,213","2,349",619
TX,48,34560,Penelope Independent School District,620,97,16
TX,48,34630,Perrin-Whitt Consolidated Independent School District,"2,270",391,65
TX,48,34650,Perryton Independent School District,"9,622","2,286",359
TX,48,34680,Petersburg Independent School District,"1,227",241,58
TX,48,34710,Petrolia Consolidated Independent School District,"2,783",438,59
TX,48,34770,Pettus Independent School District,"1,536",275,65
TX,48,34800,Pewitt Consolidated Independent School District,"5,393",876,212
TX,48,34830,Pflugerville Independent School District,"172,530","31,365","4,159"
TX,48,34860,Pharr-San Juan-Alamo Independent School District,"134,393","31,343","11,307"
TX,48,34920,Pilot Point Independent School District,"9,388","1,622",222
TX,48,34980,Pine Tree Independent School District,"25,497","5,095","1,027"
TX,48,35010,Pittsburg Independent School District,"13,045","2,493",625
TX,48,35040,Plains Independent School District,"1,880",483,88
TX,48,35070,Plainview Independent School District,"25,529","5,095","1,230"
TX,48,35100,Plano Independent School District,"377,484","59,903","4,782"
TX,48,35130,Pleasant Grove Independent School District,"11,808","2,222",228
TX,48,35190,Pleasanton Independent School District,"19,011","3,751",730
TX,48,41580,Plemons-Stinnett-Phillips Consolidated Independent School District,"2,355",441,93
TX,48,35250,Point Isabel Independent School District,"12,893","1,962",715
TX,48,35310,Ponder Independent School District,"7,777","1,675",149
TX,48,35340,Poolville Independent School District,"3,659",620,100
TX,48,35370,Port Aransas Independent School District,"3,133",327,63
TX,48,35400,Port Arthur Independent School District,"53,254","10,526","3,294"
TX,48,35430,Port Neches-Groves Independent School District,"27,167","5,185",674
TX,48,35490,Post Independent School District,"5,676",699,160
TX,48,35520,Poteet Independent School District,"9,430","1,845",429
TX,48,35550,Poth Independent School District,"3,913",686,78
TX,48,35580,Pottsboro Independent School District,"9,462","1,482",174
TX,48,35700,Prairie Lea Independent School District,"1,339",186,35
TX,48,35730,Prairie Valley Independent School District,725,118,19
TX,48,35740,Prairiland Independent School District,"5,917","1,089",217
TX,48,35760,Premont Independent School District,"3,248",699,258
TX,48,35800,Presidio Independent School District,"3,816",938,374
TX,48,35820,Priddy Independent School District,340,36,12
TX,48,35850,Princeton Independent School District,"26,973","5,924",698
TX,48,35890,Pringle-Morse Consolidated Independent School District,341,72,20
TX,48,35910,Progreso Independent School District,"7,114","1,785",619
TX,48,36000,Prosper Independent School District,"78,364","19,706",593
TX,48,36180,Quanah Independent School District,"2,843",485,117
TX,48,36210,Queen City Independent School District,"4,906",817,229
TX,48,36240,Quinlan Independent School District,"19,560","3,248",662
TX,48,36300,Quitman Independent School District,"8,782","1,269",253
TX,48,36360,Rains Independent School District,"12,064","1,810",341
TX,48,36390,Ralls Independent School District,"1,936",412,152
TX,48,36420,Ramirez Common School District,188,23,11
TX,48,36450,Randolph Field Independent School District,"1,292",364,18
TX,48,36480,Ranger Independent School District,"2,848",430,135
TX,48,36510,Rankin Independent School District,"1,049",222,30
TX,48,36540,Raymondville Independent School District,"12,387","2,095",796
TX,48,36570,Reagan County Independent School District,"3,253",686,119
TX,48,36630,Red Lick Independent School District,"2,932",600,35
TX,48,36660,Red Oak Independent School District,"33,189","6,801",764
TX,48,36750,Redwater Independent School District,"5,197",986,95
TX,48,36780,Refugio Independent School District,"3,724",692,198
TX,48,36930,Ricardo Independent School District,"3,648",751,167
TX,48,36970,Rice Consolidated Independent School District,"6,397","1,251",303
TX,48,36960,Rice Independent School District,"3,998",977,210
TX,48,36990,Richards Independent School District,"1,710",252,49
TX,48,37020,Richardson Independent School District,"237,897","42,707","7,064"
TX,48,37080,Richland Springs Independent School District,775,109,22
TX,48,37110,Riesel Independent School District,"2,286",455,64
TX,48,37140,Rio Grande City Consolidated Independent School District,"39,899","9,674","3,419"
TX,48,37170,Rio Hondo Independent School District,"8,562","1,869",477
TX,48,37200,Rio Vista Independent School District,"4,710",902,128
TX,48,37230,Rising Star Independent School District,"1,285",192,52
TX,48,37260,River Road Independent School District,"6,632","1,261",209
TX,48,42120,Rivercrest Independent School District,"3,693",688,179
TX,48,37320,Riviera Independent School District,"1,626",256,72
TX,48,37380,Robert Lee Independent School District,"1,731",259,54
TX,48,37410,Robinson Independent School District,"11,870","2,404",217
TX,48,37440,Robstown Independent School District,"15,163","2,820","1,047"
TX,48,37470,Roby Consolidated Independent School District,"1,341",258,35
TX,48,37500,Rochelle Independent School District,761,93,23
TX,48,37590,Rockdale Independent School District,"9,254","1,734",357
TX,48,00003,Rocksprings Independent School District,"1,209",215,71
TX,48,37650,Rockwall Independent School District,"93,999","19,472","1,175"
TX,48,37710,Rogers Independent School District,"4,072",845,131
TX,48,37740,Roma Independent School District,"25,307","5,854","2,435"
TX,48,37800,Roosevelt Independent School District,"5,359","1,052",205
TX,48,37830,Ropes Independent School District,"1,400",258,44
TX,48,37860,Roscoe Collegiate Independent School District,"1,737",399,66
TX,48,37900,Rosebud-Lott Independent School District,"4,718",827,197
TX,48,38040,Rotan Independent School District,"1,758",281,76
TX,48,38080,Round Rock Independent School District,"309,969","56,365","3,823"
TX,48,38100,Round Top-Carmine Independent School District,"1,886",214,22
TX,48,38190,Royal Independent School District,"12,667","2,426",552
TX,48,38220,Royse City Independent School District,"34,578","7,581",558
TX,48,38280,Rule Independent School District,807,123,30
TX,48,38310,Runge Independent School District,"1,250",286,80
TX,48,38360,Rusk Independent School District,"11,695","1,951",428
TX,48,38400,S and S Consolidated Independent School District,"5,852","1,012",118
TX,48,38430,Sabinal Independent School District,"2,095",366,125
TX,48,38460,Sabine Independent School District,"6,909","1,492",205
TX,48,38490,Sabine Pass Independent School District,328,22,6
TX,48,38520,Saint Jo Independent School District,"1,571",290,37
TX,48,38580,Salado Independent School District,"9,734","1,990",147
TX,48,38610,Saltillo Independent School District,"1,260",278,72
TX,48,38640,Sam Rayburn Independent School District,"2,609",423,50
TX,48,38700,San Angelo Independent School District,"100,649","17,075","2,643"
TX,48,38730,San Antonio Independent School District,"303,520","51,161","17,414"
TX,48,38760,San Augustine Independent School District,"4,899",752,233
TX,48,38790,San Benito Consolidated Independent School District,"44,120","10,237","3,645"
TX,48,38820,San Diego Independent School District,"6,030","1,149",450
TX,48,38850,San Elizario Independent School District,"14,533","3,358","1,385"
TX,48,38900,San Felipe-Del Rio Consolidated Independent School District,"47,163","9,820","2,714"
TX,48,38910,San Isidro Independent School District,843,140,37
TX,48,38970,San Marcos Consolidated Independent School District,"86,599","9,910","2,101"
TX,48,39000,San Perlita Independent School District,"1,011",156,53
TX,48,39030,San Saba Independent School District,"4,401",666,184
TX,48,39060,San Vicente Independent School District,171,10,2
TX,48,39120,Sands Consolidated Independent School District,639,149,23
TX,48,39150,Sanford-Fritch Independent School District,"4,602",737,101
TX,48,39180,Sanger Independent School District,"16,561","3,007",268
TX,48,39210,Santa Anna Independent School District,"1,542",294,99
TX,48,39270,Santa Fe Independent School District,"27,125","4,991",633
TX,48,39300,Santa Gertrudis Independent School District,199,32,9
TX,48,39330,Santa Maria Independent School District,"2,824",691,238
TX,48,39360,Santa Rosa Independent School District,"4,653","1,047",328
TX,48,39390,Santo Independent School District,"3,214",506,72
TX,48,39450,Savoy Independent School District,"1,863",297,44
TX,48,39480,Schertz-Cibolo-Universal City Independent School District,"84,335","17,217","1,473"
TX,48,39510,Schleicher Independent School District,"2,429",471,88
TX,48,39540,Schulenburg Independent School District,"4,969",749,118
TX,48,39570,Scurry-Rosser Independent School District,"5,323","1,064",103
TX,48,39600,Seagraves Independent School District,"2,667",597,163
TX,48,39630,Sealy Independent School District,"14,437","2,663",418
TX,48,39690,Seguin Independent School District,"48,057","7,463","1,594"
TX,48,39750,Seminole Independent School District,"18,923","5,078",937
TX,48,39780,Seymour Independent School District,"3,509",600,124
TX,48,39870,Shallowater Independent School District,"6,350","1,524",169
TX,48,39900,Shamrock Independent School District,"2,229",443,110
TX,48,39930,Sharyland Independent School District,"52,384","12,826","3,146"
TX,48,39960,Shelbyville Independent School District,"3,180",571,159
TX,48,39990,Sheldon Independent School District,"46,700","11,686","2,554"
TX,48,40020,Shepherd Independent School District,"9,521","1,777",454
TX,48,40080,Sherman Independent School District,"47,510","8,193","1,346"
TX,48,40110,Shiner Independent School District,"4,130",821,88
TX,48,40170,Sidney Independent School District,583,87,15
TX,48,40200,Sierra Blanca Independent School District,"1,383",85,24
TX,48,40230,Silsbee Independent School District,"16,911","3,035",558
TX,48,40290,Silverton Independent School District,948,143,34
TX,48,40320,Simms Independent School District,"5,747",497,88
TX,48,40350,Sinton Independent School District,"9,822","1,964",515
TX,48,40380,Sivells Bend Independent School District,540,63,7
TX,48,40410,Skidmore-Tynan Independent School District,"2,680",508,127
TX,48,40440,Slaton Independent School District,"7,532","1,436",312
TX,48,40470,Slidell Independent School District,"2,305",375,56
TX,48,40500,Slocum Independent School District,"2,261",355,106
TX,48,40550,Smithville Independent School District,"13,151","2,209",357
TX,48,40590,Smyer Independent School District,"1,636",304,65
TX,48,40620,Snook Independent School District,"3,310",584,124
TX,48,40650,Snyder Independent School District,"15,454","2,848",565
TX,48,40710,Socorro Independent School District,"242,622","55,000","11,270"
TX,48,40740,Somerset Independent School District,"17,440","3,818","1,003"
TX,48,40770,Somerville Independent School District,"4,435",643,156
TX,48,40800,Sonora Independent School District,"3,319",607,121
TX,48,40680,South San Antonio Independent School District,"46,040","9,635","3,051"
TX,48,40890,Southland Independent School District,250,40,10
TX,48,40920,Southside Independent School District,"31,205","6,936","1,939"
TX,48,40950,Southwest Independent School District,"67,839","15,331","3,892"
TX,48,41010,Spearman Independent School District,"3,569",781,128
TX,48,41070,Splendora Independent School District,"17,882","3,881",769
TX,48,41100,Spring Branch Independent School District,"183,243","36,056","6,461"
TX,48,41130,Spring Creek Independent School District,132,28,3
TX,48,41190,Spring Hill Independent School District,"9,304","2,256",304
TX,48,41220,Spring Independent School District,"200,672","41,644","10,767"
TX,48,41250,Springlake-Earth Independent School District,"1,581",351,74
TX,48,41280,Springtown Independent School District,"24,181","4,356",583
TX,48,00002,Spur Independent School District,"1,456",180,48
TX,48,41340,Spurger Independent School District,"1,789",296,58
TX,48,41350,Stafford Municipal School District,"18,594","3,023",402
TX,48,41400,Stamford Independent School District,"3,211",568,151
TX,48,41430,Stanton Independent School District,"4,370","1,060",199
TX,48,41520,Stephenville Independent School District,"29,371","4,157",758
TX,48,41550,Sterling City Independent School District,"1,381",308,45
TX,48,41610,Stockdale Independent School District,"4,911",858,126
TX,48,41670,Stratford Independent School District,"2,387",479,78
TX,48,41700,Strawn Independent School District,646,98,20
TX,48,41760,Sudan Independent School District,"1,434",358,64
TX,48,41790,Sulphur Bluff Independent School District,"1,221",221,22
TX,48,41820,Sulphur Springs Independent School District,"24,620","4,301",827
TX,48,41850,Sundown Independent School District,"1,405",355,58
TX,48,41880,Sunnyvale Independent School District,"7,691","1,781",140
TX,48,41910,Sunray Collegiate Independent School District,"1,854",431,54
TX,48,41970,Sweeny Independent School District,"10,386","1,979",285
TX,48,42000,Sweet Home Independent School District,909,148,15
TX,48,42030,Sweetwater Independent School District,"12,283","2,324",601
TX,48,42060,Taft Independent School District,"4,775",886,300
TX,48,42090,Tahoka Independent School District,"2,742",569,129
TX,48,42210,Tarkington Independent School District,"10,442","2,252",501
TX,48,42240,Tatum Independent School District,"5,505",986,208
TX,48,42280,Taylor Independent School District,"18,483","3,166",462
TX,48,42300,Teague Independent School District,"7,131","1,112",226
TX,48,42330,Temple Independent School District,"59,367","9,774","2,282"
TX,48,42360,Tenaha Independent School District,"2,243",461,121
TX,48,42390,Terlingua Common School District,756,89,28
TX,48,42420,Terrell County Independent School District,724,111,21
TX,48,42450,Terrell Independent School District,"30,629","5,419",816
TX,48,42480,Texarkana Independent School District,"32,741","6,093","1,746"
TX,48,42510,Texas City Independent School District,"58,590","10,215","2,582"
TX,48,42540,Texhoma Independent School District,399,69,10
TX,48,42570,Texline Independent School District,916,214,34
TX,48,42630,Thorndale Independent School District,"3,274",594,62
TX,48,42660,Thrall Independent School District,"3,877",636,76
TX,48,42690,Three Rivers Independent School District,"4,168",524,125
TX,48,42720,Three Way Independent School District,537,84,18
TX,48,42780,Throckmorton Collegiate Independent School District,"1,086",176,42
TX,48,42810,Tidehaven Independent School District,"3,748",722,148
TX,48,42840,Timpson Independent School District,"3,541",664,189
TX,48,42870,Tioga Independent School District,"1,738",353,49
TX,48,42900,Tolar Independent School District,"3,057",630,65
TX,48,42930,Tom Bean Independent School District,"4,417",756,75
TX,48,42960,Tomball Independent School District,"95,265","21,203","1,767"
